"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio","effect_cause","match_type","rmatch_type","reversed_cause_effect","match_reversed"
"1","Alt.com","Jul.orn",3.375,23.275,2.1565344944241,16.4970665613073,"Shrimp_feeder","Sponge_feeder","A_compressiceps_J_ornatus","J_ornatus","A_compressiceps",-0.379552792866364,0.152631957599686,0.474863668740032,0.705321333208973,1.13234171881702,2.73408921480735,"positive",0.815789473684211,"J_ornatus_A_compressiceps","No Match","No Match","J_ornatus_A_compressiceps",FALSE
"2","Alt.com","Neo.fas",3.375,64.1,2.1565344944241,16.6576385804508,"Shrimp_feeder","Shrimp_feeder","A_compressiceps_N_fasciatus","N_fasciatus","A_compressiceps",-0.291749192333921,0.0232836380609433,0.168129473136948,0.143542022590602,0.280077366333849,0.489222653351218,"positive",0.763157894736842,"N_fasciatus_A_compressiceps","No Match","No Match","N_fasciatus_A_compressiceps",FALSE
"3","Aul.dew","Lam.cal",32.8,11.55,34.4563640803992,10.652915816086,"Detritus_feeder","Shrimp_feeder","A_dewindti_L_callipterus","L_callipterus","A_dewindti",-0.723548400719315,-0.141271400784844,0.0897223139502968,0.235296771684571,0.461317939585444,2.31509632627562,"positive",0.552631578947368,"L_callipterus_A_dewindti","No Match","No Match","L_callipterus_A_dewindti",FALSE
"4","Aul.dew","Lam.lem",32.8,3.125,34.4563640803992,2.31148193113178,"Detritus_feeder","Fish_feeder","A_dewindti_L_lemairii","L_lemairii","A_dewindti",-7.20518542695341,-0.623573724595271,1.11769148464656,1.34227289287883,3.29047572478645,8.05247128198013,"positive",0.631578947368421,"L_lemairii_A_dewindti","No Match","No Match","L_lemairii_A_dewindti",FALSE
"5","Aul.dew","Tel.vit",32.8,159.55,34.4563640803992,47.1908020155601,"Detritus_feeder","Filamentous_algae_feeder","A_dewindti_T_vittatus","T_vittatus","A_dewindti",-0.295373393424973,0.0801985505954691,0.20140116929973,0.179631531588015,0.310612740311191,0.498503646385446,"positive",0.868421052631579,"T_vittatus_A_dewindti","No Match","No Match","T_vittatus_A_dewindti",FALSE
"6","Gna.pfe","Alt.com",7.5,3.375,4.58537250674806,3.375,"Shrimp_feeder","Shrimp_feeder","G_pfefferi_A_compressiceps","A_compressiceps","G_pfefferi",-0.0394952723558443,0.0926074634146521,0.221321284993187,0.201849627779029,0.295784773008534,0.471777179588461,"positive",0.947368421052632,"A_compressiceps_G_pfefferi","No Match","No Match","A_compressiceps_G_pfefferi",FALSE
"7","Gna.pfe","Lep.elo",7.5,12.325,4.58537250674806,10.4375738904186,"Shrimp_feeder","Fish_feeder","G_pfefferi_L_elongatus","L_elongatus","G_pfefferi",-1.08211568723947,0.122835183448745,0.758078150306404,1.14405471412877,1.85473277708733,5.92039094148081,"positive",0.789473684210526,"L_elongatus_G_pfefferi","No Match","No Match","L_elongatus_G_pfefferi",FALSE
"8","Gna.pfe","Neo.sex",7.5,3.825,4.58537250674806,4.01208111480748,"Shrimp_feeder","Zoobenthos_feeder","G_pfefferi_N_sexfasciatus","N_sexfasciatus","G_pfefferi",-0.474527508566284,-0.00191808682724074,0.128721277037588,0.0679967613599497,0.221143320869353,0.422175702629018,"positive",0.736842105263158,"N_sexfasciatus_G_pfefferi","No Match","No Match","N_sexfasciatus_G_pfefferi",FALSE
"9","Gna.pfe","Oph.ven",7.5,77.95,4.58537250674806,37.3925469058015,"Shrimp_feeder","Detritus_feeder","G_pfefferi_O_ventralis","O_ventralis","G_pfefferi",0.134466411908486,0.384464575625525,0.445792898906592,0.541492825844446,0.726647277639236,1.00362874992348,"positive",1,"O_ventralis_G_pfefferi","No Match","No Match","O_ventralis_G_pfefferi",FALSE
"10","Gna.pfe","Per.mic",7.5,30.975,4.58537250674806,18.5810594216468,"Shrimp_feeder","Scale_feeder","G_pfefferi_P_microlepis","P_microlepis","G_pfefferi",-1.33744027334622,-0.156142559330395,0.0428226245534541,0.032017055854784,0.323608695306977,1.41212184399964,"positive",0.552631578947368,"P_microlepis_G_pfefferi","Aggressor-Victim","Victim-Aggressor","P_microlepis_G_pfefferi",FALSE
"11","Jul.orn","Aul.dew",23.275,32.8,16.4970665613073,32.8,"Sponge_feeder","Detritus_feeder","J_ornatus_A_dewindti","A_dewindti","J_ornatus",-0.445788684852124,-0.0383979366525469,0.097404105179715,0.13198919997132,0.275910713954411,0.817005546220117,"positive",0.736842105263158,"A_dewindti_J_ornatus","No Match","No Match","A_dewindti_J_ornatus",FALSE
"12","Jul.orn","Lam.cal",23.275,11.55,16.4970665613073,10.652915816086,"Sponge_feeder","Shrimp_feeder","J_ornatus_L_callipterus","L_callipterus","J_ornatus",-1.14185434674291,-0.154103562130027,0.246515667189164,0.240757808991223,0.461455476918743,1.60855503651613,"positive",0.631578947368421,"L_callipterus_J_ornatus","No Match","No Match","L_callipterus_J_ornatus",FALSE
"13","Jul.orn","Neo.fas",23.275,64.1,16.4970665613073,16.6576385804508,"Sponge_feeder","Shrimp_feeder","J_ornatus_N_fasciatus","N_fasciatus","J_ornatus",-0.85392521021053,0.00507760315416087,0.416614042917403,0.379350886993733,0.698889606535417,1.60784851674702,"positive",0.736842105263158,"N_fasciatus_J_ornatus","No Match","No Match","N_fasciatus_J_ornatus",FALSE
"14","Jul.orn","Neo.sex",23.275,3.825,16.4970665613073,4.01208111480748,"Sponge_feeder","Zoobenthos_feeder","J_ornatus_N_sexfasciatus","N_sexfasciatus","J_ornatus",-0.858761359054761,0.0383576634780356,0.177905385706786,0.120696660169729,0.284522503531013,0.698113775867107,"positive",0.815789473684211,"N_sexfasciatus_J_ornatus","No Match","No Match","N_sexfasciatus_J_ornatus",FALSE
