"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio","effect_cause","match_type","rmatch_type","match_reversed"
"1","Alt.com","Jul.orn",3.375,23.275,2.1565344944241,16.4970665613073,"Shrimp_feeder","Sponge_feeder","A_compressiceps_J_ornatus","J_ornatus","A_compressiceps",-0.379552792866364,0.152631957599686,0.474863668740032,0.705321333208973,1.13234171881702,2.73408921480735,"positive",0.815789473684211,"J_ornatus_A_compressiceps","No Match","No Match",FALSE
"2","Alt.com","Neo.fas",3.375,64.1,2.1565344944241,16.6576385804508,"Shrimp_feeder","Shrimp_feeder","A_compressiceps_N_fasciatus","N_fasciatus","A_compressiceps",-0.291749192333921,0.0232836380609433,0.168129473136948,0.143542022590602,0.280077366333849,0.489222653351218,"positive",0.763157894736842,"N_fasciatus_A_compressiceps","No Match","No Match",FALSE
"3","Alt.com","Oph.ven",3.375,77.95,2.1565344944241,37.3925469058015,"Shrimp_feeder","Detritus_feeder","A_compressiceps_O_ventralis","O_ventralis","A_compressiceps",-0.466613814590374,-0.231525487708215,-0.111349696303561,-0.0754990537821406,0.0833763124712536,0.338388403957123,"negative",0.657894736842105,"O_ventralis_A_compressiceps","No Match","No Match",FALSE
"4","Aul.dew","Lam.cal",32.8,11.55,34.4563640803992,10.652915816086,"Detritus_feeder","Shrimp_feeder","A_dewindti_L_callipterus","L_callipterus","A_dewindti",-0.723548400719315,-0.141271400784844,0.0897223139502968,0.235296771684571,0.461317939585444,2.31509632627562,"positive",0.552631578947368,"L_callipterus_A_dewindti","No Match","No Match",FALSE
"5","Aul.dew","Lam.lem",32.8,3.125,34.4563640803992,2.31148193113178,"Detritus_feeder","Fish_feeder","A_dewindti_L_lemairii","L_lemairii","A_dewindti",-7.20518542695341,-0.623573724595271,1.11769148464656,1.34227289287883,3.29047572478645,8.05247128198013,"positive",0.631578947368421,"L_lemairii_A_dewindti","No Match","No Match",FALSE
"6","Aul.dew","Tel.vit",32.8,159.55,34.4563640803992,47.1908020155601,"Detritus_feeder","Filamentous_algae_feeder","A_dewindti_T_vittatus","T_vittatus","A_dewindti",-0.295373393424973,0.0801985505954691,0.20140116929973,0.179631531588015,0.310612740311191,0.498503646385446,"positive",0.868421052631579,"T_vittatus_A_dewindti","No Match","No Match",FALSE
"7","Gna.pfe","Alt.com",7.5,3.375,4.58537250674806,3.375,"Shrimp_feeder","Shrimp_feeder","G_pfefferi_A_compressiceps","A_compressiceps","G_pfefferi",-0.0394952723558443,0.0926074634146521,0.221321284993187,0.201849627779029,0.295784773008534,0.471777179588461,"positive",0.947368421052632,"A_compressiceps_G_pfefferi","No Match","No Match",FALSE
"8","Gna.pfe","Lim.dar",7.5,9.75,4.58537250674806,6.99358680579975,"Shrimp_feeder","Unicellular_algae_feeder","G_pfefferi_L_dardennii","L_dardennii","G_pfefferi",-5.2267886552243,-1.38827690708236,-0.0458667553718157,-0.251255218821848,0.882091736252289,5.04463540102746,"negative",0.5,"L_dardennii_G_pfefferi","No Match","No Match",FALSE
"9","Gna.pfe","Lep.elo",7.5,12.325,4.58537250674806,10.4375738904186,"Shrimp_feeder","Fish_feeder","G_pfefferi_L_elongatus","L_elongatus","G_pfefferi",-1.08211568723947,0.122835183448745,0.758078150306404,1.14405471412877,1.85473277708733,5.92039094148081,"positive",0.789473684210526,"L_elongatus_G_pfefferi","No Match","No Match",FALSE
"10","Gna.pfe","Neo.sex",7.5,3.825,4.58537250674806,4.01208111480748,"Shrimp_feeder","Zoobenthos_feeder","G_pfefferi_N_sexfasciatus","N_sexfasciatus","G_pfefferi",-0.474527508566284,-0.00191808682724074,0.128721277037588,0.0679967613599497,0.221143320869353,0.422175702629018,"positive",0.736842105263158,"N_sexfasciatus_G_pfefferi","No Match","No Match",FALSE
"11","Gna.pfe","Oph.ven",7.5,77.95,4.58537250674806,37.3925469058015,"Shrimp_feeder","Detritus_feeder","G_pfefferi_O_ventralis","O_ventralis","G_pfefferi",0.134466411908486,0.384464575625525,0.445792898906592,0.541492825844446,0.726647277639236,1.00362874992348,"positive",1,"O_ventralis_G_pfefferi","No Match","No Match",FALSE
