"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio"
"1","A_compressiceps","A_compressiceps","3.375","3.375","2.1565344944241","3.375","Shrimp_feeder","Shrimp_feeder","A_compressiceps_A_compressiceps","A_compressiceps","A_compressiceps","-0.259769809193993","-0.0720591716896848","0.00278861165465629","-0.0221048681163543","0.0459539907848243","0.1956105875203","negative","0.526315789473684"
"2","A_compressiceps","J_ornatus","3.375","23.275","2.1565344944241","16.4970665613073","Shrimp_feeder","Sponge_feeder","A_compressiceps_J_ornatus","J_ornatus","A_compressiceps","-0.379552792866362","0.110985348689291","0.381893239442846","0.689045704122561","1.08701886255437","2.73408921480736","positive","0.842105263157895"
"3","A_compressiceps","N_fasciatus","3.375","64.1","2.1565344944241","16.6576385804508","Shrimp_feeder","Shrimp_feeder","A_compressiceps_N_fasciatus","N_fasciatus","A_compressiceps","-0.291749192333922","0.0317525302141168","0.165466546844021","0.14326132063532","0.279442452896764","0.489222653351216","positive","0.789473684210526"
"4","A_compressiceps","O_ventralis","3.375","77.95","2.1565344944241","37.3925469058015","Shrimp_feeder","Detritus_feeder","A_compressiceps_O_ventralis","O_ventralis","A_compressiceps","-0.466613814590373","-0.231048813764289","-0.111486325091938","-0.0794577941152164","0.0671668999661278","0.338388403957122","negative","0.684210526315789"
"5","A_dewindti","A_dewindti","32.8","32.8","34.4563640803992","32.8","Detritus_feeder","Detritus_feeder","A_dewindti_A_dewindti","A_dewindti","A_dewindti","0.0275643042335236","0.109005677643813","0.1498167773358","0.152782307082081","0.176681945473534","0.444362101782503","positive","1.02631578947368"
"6","A_dewindti","I_loocki","32.8","19.7","34.4563640803992","15.8214395273612","Detritus_feeder","Unicellular_algae_feeder","A_dewindti_I_loocki","I_loocki","A_dewindti","-0.603405600685737","-0.323909586046512","-0.235789230358218","-0.234303362520065","-0.146991548283008","0.0914477260150248","negative","1"
"7","A_dewindti","L_callipterus","32.8","11.55","34.4563640803992","10.652915816086","Detritus_feeder","Shrimp_feeder","A_dewindti_L_callipterus","L_callipterus","A_dewindti","-0.723548400719313","-0.137105603144304","0.0774480031022521","0.229862506629113","0.460622363059922","2.31509632627562","positive","0.578947368421053"
"8","A_dewindti","L_lemairii","32.8","3.125","34.4563640803992","2.31148193113178","Detritus_feeder","Fish_feeder","A_dewindti_L_lemairii","L_lemairii","A_dewindti","-7.20518542695341","-0.577939934576033","1.31385499047318","1.63078611743657","3.43853496383436","12.5942886506308","positive","0.657894736842105"
"9","A_dewindti","N_fasciatus","32.8","64.1","34.4563640803992","16.6576385804508","Detritus_feeder","Shrimp_feeder","A_dewindti_N_fasciatus","N_fasciatus","A_dewindti","-1.11990031363902","-0.328237833085497","0.037907554776022","-0.122469042655162","0.145007824780499","0.384384507354646","negative","0.552631578947368"
"10","A_dewindti","N_sexfasciatus","32.8","3.825","34.4563640803992","4.01208111480748","Detritus_feeder","Zoobenthos_feeder","A_dewindti_N_sexfasciatus","N_sexfasciatus","A_dewindti","-0.171817494312742","0.0347731884440279","0.131695404485955","0.113263376019114","0.195111981718946","0.56542638382316","positive","0.789473684210526"
"11","A_dewindti","O_ventralis","32.8","77.95","34.4563640803992","37.3925469058015","Detritus_feeder","Detritus_feeder","A_dewindti_O_ventralis","O_ventralis","A_dewindti","-0.110985915298169","0.0984712405921502","0.215016302752813","0.188925244326207","0.280090552801992","0.384871745623967","positive","0.973684210526316"
"12","A_dewindti","P_microlepis","32.8","30.975","34.4563640803992","18.5810594216468","Detritus_feeder","Scale_feeder","A_dewindti_P_microlepis","P_microlepis","A_dewindti","-1.55826844050919","-0.606809259104165","-0.284267823877953","-0.343697378804839","-0.126060912580755","1.35476162384553","negative","0.894736842105263"
"13","A_dewindti","P_trewavasae","32.8","24.675","34.4563640803992","8.13472297922418","Detritus_feeder","Unicellular_algae_feeder","A_dewindti_P_trewavasae","P_trewavasae","A_dewindti","-5.57175860257285","-1.97086950020797","-0.169759403805568","-0.632406934912629","0.694982564433899","2.71643457366478","negative","0.605263157894737"
"14","A_dewindti","T_vittatus","32.8","159.55","34.4563640803992","47.1908020155601","Detritus_feeder","Filamentous_algae_feeder","A_dewindti_T_vittatus","T_vittatus","A_dewindti","-0.295373393424975","0.0704962209285165","0.188521605014338","0.17659255249759","0.308159333371687","0.498503646385447","positive","0.894736842105263"
"15","G_pfefferi","A_compressiceps","7.5","3.375","4.58537250674806","3.375","Shrimp_feeder","Shrimp_feeder","G_pfefferi_A_compressiceps","A_compressiceps","G_pfefferi","-0.0394952723558439","0.0891615809541079","0.220589886521277","0.199082983530969","0.291549738250771","0.471777179588461","positive","0.973684210526316"
"16","G_pfefferi","G_pfefferi","7.5","7.5","4.58537250674806","4.58537250674806","Shrimp_feeder","Shrimp_feeder","G_pfefferi_G_pfefferi","G_pfefferi","G_pfefferi","-7.28777784808674","-1.05732875030694","0.148101966954743","-0.0379871742183548","0.813145608621892","4.27935271978859","negative","0.526315789473684"
"17","G_pfefferi","L_dardennii","7.5","9.75","4.58537250674806","6.99358680579975","Shrimp_feeder","Unicellular_algae_feeder","G_pfefferi_L_dardennii","L_dardennii","G_pfefferi","-5.22678865522426","-1.26649695401971","0.0829142863204501","-0.226901246358458","0.821728521571112","5.04463540102745","negative","0.526315789473684"
"18","G_pfefferi","L_elongatus","7.5","12.325","4.58537250674806","10.4375738904186","Shrimp_feeder","Fish_feeder","G_pfefferi_L_elongatus","L_elongatus","G_pfefferi","-1.08211568723947","0.135871236648067","0.779344732762885","1.1923172785906","2.03121495503017","5.92039094148081","positive","0.815789473684211"
"19","G_pfefferi","N_sexfasciatus","7.5","3.825","4.58537250674806","4.01208111480748","Shrimp_feeder","Zoobenthos_feeder","G_pfefferi_N_sexfasciatus","N_sexfasciatus","G_pfefferi","-0.474527508566286","0.000638230498540879","0.133322956711974","0.0736604171868928","0.23633051221679","0.422175702629018","positive","0.763157894736842"
"20","G_pfefferi","O_ventralis","7.5","77.95","4.58537250674806","37.3925469058015","Shrimp_feeder","Detritus_feeder","G_pfefferi_O_ventralis","O_ventralis","G_pfefferi","0.134466411908487","0.387083517971255","0.449814836316876","0.547485625558434","0.735715788132806","1.00362874992348","positive","1.02631578947368"
"21","G_pfefferi","P_microlepis","7.5","30.975","4.58537250674806","18.5810594216468","Shrimp_feeder","Scale_feeder","G_pfefferi_P_microlepis","P_microlepis","G_pfefferi","-1.33744027334622","-0.155739178344967","0.0501369466297423","0.0448018836960483","0.32646887692995","1.41212184399964","positive","0.578947368421053"
"22","H_microlepis","H_microlepis","4.75","4.75","8.86002257333467","8.86002257333467","Fry_feeder","Fry_feeder","H_microlepis_H_microlepis","H_microlepis","H_microlepis","0.303679284429895","0.546449900464499","0.547653939872183","0.550379564655308","0.553936976510879","0.716835976950039","positive","1.02631578947368"
"23","H_microlepis","Paracyprichromisspp","4.75","54.325","8.86002257333467","88.0132238024637","Fry_feeder","Zooplankton_feeder","H_microlepis_Paracyprichromisspp","Paracyprichromisspp","H_microlepis","-0.362661087574958","-0.289160621420511","-0.280968517221312","-0.280134571414644","-0.277220715949113","-0.0714862633526056","negative","1.02631578947368"
"24","I_loocki","A_dewindti","19.7","32.8","15.8214395273612","32.8","Unicellular_algae_feeder","Detritus_feeder","I_loocki_A_dewindti","A_dewindti","I_loocki","0.222856869207546","0.342532364389726","0.384805700955695","0.388083646814412","0.418216822517705","0.785783514855504","positive","1.02631578947368"
"25","I_loocki","I_loocki","19.7","19.7","15.8214395273612","15.8214395273612","Unicellular_algae_feeder","Unicellular_algae_feeder","I_loocki_I_loocki","I_loocki","I_loocki","0.234686133630384","0.345553641437222","0.48260810203174","0.529956807177967","0.728785382645316","0.901639939545311","positive","1.02631578947368"
"26","I_loocki","N_fasciatus","19.7","64.1","15.8214395273612","16.6576385804508","Unicellular_algae_feeder","Shrimp_feeder","I_loocki_N_fasciatus","N_fasciatus","I_loocki","-0.509446242430507","-0.0482481825120696","0.149928656610163","0.130718077170738","0.319004063949682","0.57610992211908","positive","0.710526315789474"
"27","I_loocki","O_ventralis","19.7","77.95","15.8214395273612","37.3925469058015","Unicellular_algae_feeder","Detritus_feeder","I_loocki_O_ventralis","O_ventralis","I_loocki","-0.808591612419095","-0.519308329402565","-0.370685605396738","-0.3675052680556","-0.242291166846387","0.0194425523529722","negative","1"
"28","I_loocki","T_moorii","19.7","72.425","15.8214395273612","25.720277842739","Unicellular_algae_feeder","Filamentous_algae_feeder","I_loocki_T_moorii","T_moorii","I_loocki","-0.618778235347742","-0.416246719298531","-0.235474911051021","-0.250794186374856","-0.110798185518928","0.143265567733663","negative","0.868421052631579"
"29","J_ornatus","A_dewindti","23.275","32.8","16.4970665613073","32.8","Sponge_feeder","Detritus_feeder","J_ornatus_A_dewindti","A_dewindti","J_ornatus","-0.445788684852123","-0.0237535621749169","0.104525038305232","0.135610912239738","0.2758260688325","0.817005546220115","positive","0.763157894736842"
"30","J_ornatus","J_ornatus","23.275","23.275","16.4970665613073","16.4970665613073","Sponge_feeder","Sponge_feeder","J_ornatus_J_ornatus","J_ornatus","J_ornatus","-5.23398619931126","-1.08762865882841","-0.236966091851789","-0.703202706721067","0.181360000751626","1.01917211735838","negative","0.657894736842105"
"31","J_ornatus","L_callipterus","23.275","11.55","16.4970665613073","10.652915816086","Sponge_feeder","Shrimp_feeder","J_ornatus_L_callipterus","L_callipterus","J_ornatus","-1.14185434674291","-0.14347571735956","0.241186723627355","0.232523863234535","0.457835550569997","1.60855503651614","positive","0.631578947368421"
"32","J_ornatus","N_fasciatus","23.275","64.1","16.4970665613073","16.6576385804508","Sponge_feeder","Shrimp_feeder","J_ornatus_N_fasciatus","N_fasciatus","J_ornatus","-0.85392521021053","0.0200174444429039","0.382505809892693","0.37197007896389","0.697222375185184","1.60784851674701","positive","0.763157894736842"
"33","J_ornatus","N_sexfasciatus","23.275","3.825","16.4970665613073","4.01208111480748","Sponge_feeder","Zoobenthos_feeder","J_ornatus_N_sexfasciatus","N_sexfasciatus","J_ornatus","-0.858761359054762","0.0137559746940798","0.166658229562495","0.112906224526071","0.28407748874941","0.698113775867104","positive","0.815789473684211"
"34","J_ornatus","O_ventralis","23.275","77.95","16.4970665613073","37.3925469058015","Sponge_feeder","Detritus_feeder","J_ornatus_O_ventralis","O_ventralis","J_ornatus","-0.536461124926721","-0.0340236291007376","0.122442601218033","0.165042701225571","0.424401192181498","0.738186712402996","positive","0.736842105263158"
"35","J_ornatus","P_microlepis","23.275","30.975","16.4970665613073","18.5810594216468","Sponge_feeder","Scale_feeder","J_ornatus_P_microlepis","P_microlepis","J_ornatus","-1.63599609339041","-0.513262773238488","-0.0702499750367741","-0.198017407937688","0.147157932417514","1.0452336924214","negative","0.605263157894737"
"36","J_ornatus","T_moorii","23.275","72.425","16.4970665613073","25.720277842739","Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_moorii","T_moorii","J_ornatus","-0.343108893100777","-0.0262045326147407","0.122815212832743","0.108630870299684","0.174648941837756","0.950643617496662","positive","0.736842105263158"
"37","J_ornatus","T_vittatus","23.275","159.55","16.4970665613073","47.1908020155601","Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_vittatus","T_vittatus","J_ornatus","-0.532270593335131","0.0219718142336324","0.204452431958982","0.268935866619779","0.485368850284095","1.10612494988943","positive","0.868421052631579"
"38","L_attenuatus","L_attenuatus","3.775","3.775","6.14144182519933","6.14144182519933","Fry_feeder","Fry_feeder","L_attenuatus_L_attenuatus","L_attenuatus","L_attenuatus","-1.19413907009544","-0.135991859598144","0.174735571988259","0.486874678951034","1.24689209595437","2.47464677131304","positive","0.684210526315789"
"39","L_attenuatus","L_callipterus","3.775","11.55","6.14144182519933","10.652915816086","Fry_feeder","Shrimp_feeder","L_attenuatus_L_callipterus","L_callipterus","L_attenuatus","-1.29328213216419","-0.0106208819236245","0.53891198033609","0.548962134162226","0.940963791506125","2.40288217673534","positive","0.763157894736842"
"40","L_attenuatus","L_labiatus","3.775","9.95","6.14144182519933","3.29685164501389","Fry_feeder","Zoobenthos_feeder","L_attenuatus_L_labiatus","L_labiatus","L_attenuatus","-6.15878730308981","-1.19632377551992","0.338741673767384","0.22706261578283","2.18111688053484","10.2657321124249","positive","0.684210526315789"
"41","L_attenuatus","L_tanganicanus","3.775","36.625","6.14144182519933","35.7962091532552","Fry_feeder","Unicellular_algae_feeder","L_attenuatus_L_tanganicanus","L_tanganicanus","L_attenuatus","-0.0233981556177138","0.999865297417929","1.49155199275647","1.31350850934457","1.68068445965801","1.97816055959034","positive","1"
