"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio"
"1","A_compressiceps","A_compressiceps","3.375","3.375","2.1565344944241","3.375","Shrimp_feeder","Shrimp_feeder","A_compressiceps_A_compressiceps","A_compressiceps","A_compressiceps","-0.259769809193994","-0.0736362903475114","-5.50549106267039e-05","-0.0231503011169001","0.0546017047713077","0.1956105875203","negative","0.5"
"2","A_compressiceps","J_ornatus","3.375","23.275","2.1565344944241","16.4970665613073","Shrimp_feeder","Sponge_feeder","A_compressiceps_J_ornatus","J_ornatus","A_compressiceps","-0.379552792866364","0.152631957599686","0.474863668740032","0.705321333208973","1.13234171881702","2.73408921480735","positive","0.815789473684211"
"3","A_compressiceps","N_fasciatus","3.375","64.1","2.1565344944241","16.6576385804508","Shrimp_feeder","Shrimp_feeder","A_compressiceps_N_fasciatus","N_fasciatus","A_compressiceps","-0.291749192333921","0.0232836380609433","0.168129473136948","0.143542022590602","0.280077366333849","0.489222653351218","positive","0.763157894736842"
"4","A_compressiceps","O_ventralis","3.375","77.95","2.1565344944241","37.3925469058015","Shrimp_feeder","Detritus_feeder","A_compressiceps_O_ventralis","O_ventralis","A_compressiceps","-0.466613814590374","-0.231525487708215","-0.111349696303561","-0.0754990537821407","0.0833763124712536","0.338388403957123","negative","0.657894736842105"
"5","A_dewindti","A_dewindti","32.8","32.8","34.4563640803992","32.8","Detritus_feeder","Detritus_feeder","A_dewindti_A_dewindti","A_dewindti","A_dewindti","0.0275643042335238","0.110133065294005","0.154454761844737","0.154496147871509","0.176725486243915","0.444362101782503","positive","1"
"6","A_dewindti","I_loocki","32.8","19.7","34.4563640803992","15.8214395273612","Detritus_feeder","Unicellular_algae_feeder","A_dewindti_I_loocki","I_loocki","A_dewindti","-0.603405600685737","-0.316463037879908","-0.22262422900058","-0.231685976100237","-0.143044515612535","0.0914477260150243","negative","0.973684210526316"
"7","A_dewindti","L_callipterus","32.8","11.55","34.4563640803992","10.652915816086","Detritus_feeder","Shrimp_feeder","A_dewindti_L_callipterus","L_callipterus","A_dewindti","-0.723548400719315","-0.141271400784844","0.0897223139502968","0.235296771684571","0.461317939585444","2.31509632627562","positive","0.552631578947368"
"8","A_dewindti","L_lemairii","32.8","3.125","34.4563640803992","2.31148193113178","Detritus_feeder","Fish_feeder","A_dewindti_L_lemairii","L_lemairii","A_dewindti","-7.20518542695341","-0.623573724595271","1.11769148464656","1.34227289287883","3.29047572478645","8.05247128198013","positive","0.631578947368421"
"9","A_dewindti","N_fasciatus","32.8","64.1","34.4563640803992","16.6576385804508","Detritus_feeder","Shrimp_feeder","A_dewindti_N_fasciatus","N_fasciatus","A_dewindti","-1.11990031363902","-0.347003910305686","0.0416773466640514","-0.122269701403292","0.14746782004554","0.384384507354645","negative","0.552631578947368"
"10","A_dewindti","N_sexfasciatus","32.8","3.825","34.4563640803992","4.01208111480748","Detritus_feeder","Zoobenthos_feeder","A_dewindti_N_sexfasciatus","N_sexfasciatus","A_dewindti","-0.171817494312742","0.0317661926519364","0.131184233009681","0.112113234530357","0.201063238257837","0.56542638382316","positive","0.763157894736842"
